,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,Level1_N,Level1_%,Level2_N,Level2_%,Level3_N,Level3_%,Level4_N,Level4_%,Level3+4_N,Level3+4_%
6423,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,6,2014,All Students,96,268,69,71.9,25,26.0,2,2.1,0,0.0,2,2.1
6424,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,6,2015,All Students,109,268,75,68.8,30,27.5,3,2.8,1,0.9,4,3.7
6425,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,6,2016,All Students,87,271,49,56.3,32,36.8,4,4.6,2,2.3,6,6.9
6426,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,6,2017,All Students,102,261,76,74.5,20,19.6,5,4.9,1,1.0,6,5.9
6427,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,7,2013,All Students,143,269,118,82.5,23,16.1,2,1.4,0,0.0,2,1.4
6428,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,7,2014,All Students,113,279,73,64.6,30,26.5,9,8.0,1,0.9,10,8.8
6429,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,7,2015,All Students,94,274,64,68.1,25,26.6,5,5.3,0,0.0,5,5.3
6430,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,7,2016,All Students,98,276,54,55.1,35,35.7,8,8.2,1,1.0,9,9.2
6431,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,7,2017,All Students,91,293,34,37.4,46,50.5,9,9.9,2,2.2,11,12.1
6432,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2013,All Students,137,271,97,70.8,36,26.3,4,2.9,0,0.0,4,2.9
6433,10X054,PSIS 54,3,2016,All Students,74,276,41,55.4,26,35.1,7,9.5,0,0.0,7,9.5
6434,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2014,All Students,131,271,84,64.1,40,30.5,7,5.3,0,0.0,7,5.3
6435,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2015,All Students,109,280,59,54.1,42,38.5,8,7.3,0,0.0,8,7.3
6436,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2016,All Students,98,287,39,39.8,50,51.0,8,8.2,1,1.0,9,9.2
6437,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2017,All Students,98,271,62,63.3,30,30.6,5,5.1,1,1.0,6,6.1
6438,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,All Grades,2013,All Students,403,270,299,74.2,92,22.8,10,2.5,2,0.5,12,3.0
6439,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,All Grades,2014,All Students,340,273,226,66.5,95,27.9,18,5.3,1,0.3,19,5.6
6440,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,All Grades,2015,All Students,312,274,198,63.5,97,31.1,16,5.1,1,0.3,17,5.4
6441,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,All Grades,2016,All Students,283,278,142,50.2,117,41.3,20,7.1,4,1.4,24,8.5
6442,09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,All Grades,2017,All Students,291,274,172,59.1,96,33.0,19,6.5,4,1.4,23,7.9
6443,09X323,BRONX WRITING ACADEMY,6,2013,All Students,153,280,77,50.3,62,40.5,12,7.8,2,1.3,14,9.2
6444,09X323,BRONX WRITING ACADEMY,6,2014,All Students,158,271,97,61.4,52,32.9,7,4.4,2,1.3,9,5.7
6445,09X323,BRONX WRITING ACADEMY,6,2015,All Students,148,281,76,51.4,54,36.5,16,10.8,2,1.4,18,12.2
6446,09X323,BRONX WRITING ACADEMY,6,2016,All Students,145,282,59,40.7,71,49.0,12,8.3,3,2.1,15,10.3
6447,09X323,BRONX WRITING ACADEMY,6,2017,All Students,123,281,54,43.9,53,43.1,15,12.2,1,0.8,16,13.0
6448,09X323,BRONX WRITING ACADEMY,7,2013,All Students,166,286,89,53.6,58,34.9,18,10.8,1,0.6,19,11.4
6449,09X323,BRONX WRITING ACADEMY,7,2014,All Students,141,282,78,55.3,51,36.2,11,7.8,1,0.7,12,8.5
6450,09X323,BRONX WRITING ACADEMY,7,2015,All Students,146,281,93,63.7,43,29.5,9,6.2,1,0.7,10,6.8
6451,09X323,BRONX WRITING ACADEMY,7,2016,All Students,128,284,76,59.4,43,33.6,7,5.5,2,1.6,9,7.0
6452,09X323,BRONX WRITING ACADEMY,7,2017,All Students,131,279,82,62.6,42,32.1,7,5.3,0,0.0,7,5.3
6453,09X323,BRONX WRITING ACADEMY,8,2013,All Students,157,288,77,49.0,55,35.0,25,15.9,0,0.0,25,15.9
6454,09X323,BRONX WRITING ACADEMY,8,2014,All Students,160,273,100,62.5,48,30.0,12,7.5,0,0.0,12,7.5
6455,09X323,BRONX WRITING ACADEMY,8,2015,All Students,137,289,53,38.7,66,48.2,15,10.9,3,2.2,18,13.1
6456,09X323,BRONX WRITING ACADEMY,8,2016,All Students,151,280,80,53.0,58,38.4,10,6.6,3,2.0,13,8.6
6457,09X323,BRONX WRITING ACADEMY,8,2017,All Students,112,277,61,54.5,42,37.5,7,6.3,2,1.8,9,8.0
6458,09X323,BRONX WRITING ACADEMY,All Grades,2013,All Students,476,285,243,51.1,175,36.8,55,11.6,3,0.6,58,12.2
6459,09X323,BRONX WRITING ACADEMY,All Grades,2014,All Students,459,275,275,59.9,151,32.9,30,6.5,3,0.7,33,7.2
6460,09X323,BRONX WRITING ACADEMY,All Grades,2015,All Students,431,284,222,51.5,163,37.8,40,9.3,6,1.4,46,10.7
6461,09X323,BRONX WRITING ACADEMY,All Grades,2016,All Students,424,282,215,50.7,172,40.6,29,6.8,8,1.9,37,8.7
6462,09X323,BRONX WRITING ACADEMY,All Grades,2017,All Students,366,279,197,53.8,137,37.4,29,7.9,3,0.8,32,8.7
6463,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,6,2013,All Students,71,277,37,52.1,33,46.5,0,0.0,1,1.4,1,1.4
6464,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,6,2014,All Students,71,279,39,54.9,26,36.6,3,4.2,3,4.2,6,8.5
6465,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,6,2015,All Students,78,281,42,53.8,24,30.8,9,11.5,3,3.8,12,15.4
6466,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,6,2016,All Students,58,284,23,39.7,25,43.1,8,13.8,2,3.4,10,17.2
6467,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,6,2017,All Students,113,275,63,55.8,45,39.8,4,3.5,1,0.9,5,4.4
6468,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,7,2013,All Students,86,276,60,69.8,21,24.4,2,2.3,3,3.5,5,5.8
6469,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,7,2014,All Students,70,274,46,65.7,22,31.4,2,2.9,0,0.0,2,2.9
6470,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,7,2015,All Students,65,281,41,63.1,20,30.8,4,6.2,0,0.0,4,6.2
6471,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,7,2016,All Students,74,278,49,66.2,20,27.0,4,5.4,1,1.4,5,6.8
6472,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,7,2017,All Students,56,295,23,41.1,21,37.5,11,19.6,1,1.8,12,21.4
6473,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,8,2013,All Students,69,277,36,52.2,30,43.5,3,4.3,0,0.0,3,4.3
6474,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,8,2014,All Students,71,271,44,62.0,23,32.4,2,2.8,2,2.8,4,5.6
6475,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,8,2015,All Students,66,279,38,57.6,27,40.9,0,0.0,1,1.5,1,1.5
6476,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,8,2016,All Students,65,282,35,53.8,24,36.9,4,6.2,2,3.1,6,9.2
6477,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,8,2017,All Students,69,276,36,52.2,26,37.7,6,8.7,1,1.4,7,10.1
6478,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,All Grades,2013,All Students,226,276,133,58.8,84,37.2,5,2.2,4,1.8,9,4.0
6479,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,All Grades,2014,All Students,212,275,129,60.8,71,33.5,7,3.3,5,2.4,12,5.7
6480,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,All Grades,2015,All Students,209,281,121,57.9,71,34.0,13,6.2,4,1.9,17,8.1
6481,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,All Grades,2016,All Students,197,281,107,54.3,69,35.0,16,8.1,5,2.5,21,10.7
6482,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,All Grades,2017,All Students,238,280,122,51.3,92,38.7,21,8.8,3,1.3,24,10.1
6484,09X325,URBAN SCIENCE ACADEMY,6,2013,All Students,107,264,77,72.0,26,24.3,4,3.7,0,0.0,4,3.7
6485,09X325,URBAN SCIENCE ACADEMY,6,2014,All Students,97,265,66,68.0,27,27.8,3,3.1,1,1.0,4,4.1
6486,09X325,URBAN SCIENCE ACADEMY,6,2015,All Students,98,263,73,74.5,21,21.4,4,4.1,0,0.0,4,4.1
6487,09X325,URBAN SCIENCE ACADEMY,6,2016,All Students,76,270,44,57.9,29,38.2,2,2.6,1,1.3,3,3.9
6488,09X325,URBAN SCIENCE ACADEMY,6,2017,All Students,75,255,55,73.3,19,25.3,1,1.3,0,0.0,1,1.3
6489,09X325,URBAN SCIENCE ACADEMY,7,2013,All Students,151,258,125,82.8,24,15.9,2,1.3,0,0.0,2,1.3
6490,09X325,URBAN SCIENCE ACADEMY,7,2014,All Students,107,272,85,79.4,20,18.7,2,1.9,0,0.0,2,1.9
6491,09X325,URBAN SCIENCE ACADEMY,7,2015,All Students,101,266,78,77.2,21,20.8,2,2.0,0,0.0,2,2.0
6492,09X325,URBAN SCIENCE ACADEMY,7,2016,All Students,96,266,73,76.0,22,22.9,1,1.0,0,0.0,1,1.0
6493,09X325,URBAN SCIENCE ACADEMY,7,2017,All Students,90,269,69,76.7,15,16.7,5,5.6,1,1.1,6,6.7
6494,09X325,URBAN SCIENCE ACADEMY,8,2013,All Students,140,261,120,85.7,20,14.3,0,0.0,0,0.0,0,0.0
6495,09X325,URBAN SCIENCE ACADEMY,8,2014,All Students,163,267,113,69.3,46,28.2,4,2.5,0,0.0,4,2.5
6496,09X325,URBAN SCIENCE ACADEMY,8,2015,All Students,118,268,86,72.9,28,23.7,4,3.4,0,0.0,4,3.4
6497,09X325,URBAN SCIENCE ACADEMY,8,2016,All Students,100,270,62,62.0,33,33.0,4,4.0,1,1.0,5,5.0
6498,09X325,URBAN SCIENCE ACADEMY,8,2017,All Students,102,266,72,70.6,28,27.5,2,2.0,0,0.0,2,2.0
6499,09X325,URBAN SCIENCE ACADEMY,All Grades,2013,All Students,405,260,329,81.2,70,17.3,6,1.5,0,0.0,6,1.5
6500,09X325,URBAN SCIENCE ACADEMY,All Grades,2014,All Students,367,268,264,71.9,93,25.3,9,2.5,1,0.3,10,2.7
6501,09X325,URBAN SCIENCE ACADEMY,All Grades,2015,All Students,317,266,237,74.8,70,22.1,10,3.2,0,0.0,10,3.2
6502,09X325,URBAN SCIENCE ACADEMY,All Grades,2016,All Students,272,269,179,65.8,84,30.9,7,2.6,2,0.7,9,3.3
6503,09X325,URBAN SCIENCE ACADEMY,All Grades,2017,All Students,267,264,196,73.4,62,23.2,8,3.0,1,0.4,9,3.4
6504,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,6,2013,All Students,116,322,10,8.6,39,33.6,38,32.8,29,25.0,67,57.8
6505,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,6,2014,All Students,83,334,6,7.2,17,20.5,23,27.7,37,44.6,60,72.3
6506,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,6,2015,All Students,93,316,14,15.1,34,36.6,23,24.7,22,23.7,45,48.4
6507,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,6,2016,All Students,90,299,27,30.0,34,37.8,15,16.7,14,15.6,29,32.2
6508,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,6,2017,All Students,89,316,11,12.4,33,37.1,26,29.2,19,21.3,45,50.6
6509,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,7,2013,All Students,103,314,27,26.2,28,27.2,36,35.0,12,11.7,48,46.6
6510,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,7,2014,All Students,122,320,15,12.3,46,37.7,45,36.9,16,13.1,61,50.0
6511,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,7,2015,All Students,90,316,20,22.2,24,26.7,34,37.8,12,13.3,46,51.1
6512,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,7,2016,All Students,100,311,27,27.0,32,32.0,26,26.0,15,15.0,41,41.0
6513,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,7,2017,All Students,96,300,37,38.5,36,37.5,18,18.8,5,5.2,23,24.0
6514,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,8,2013,All Students,114,302,32,28.1,56,49.1,22,19.3,4,3.5,26,22.8
6515,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,8,2014,All Students,102,333,8,7.8,24,23.5,41,40.2,29,28.4,70,68.6
6516,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,8,2015,All Students,120,324,11,9.2,42,35.0,36,30.0,31,25.8,67,55.8
6517,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,8,2016,All Students,91,332,9,9.9,21,23.1,26,28.6,35,38.5,61,67.0
6518,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,8,2017,All Students,96,322,11,11.5,34,35.4,31,32.3,20,20.8,51,53.1
6519,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Grades,2013,All Students,333,312,69,20.7,123,36.9,96,28.8,45,13.5,141,42.3
6520,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Grades,2014,All Students,307,328,29,9.4,87,28.3,109,35.5,82,26.7,191,62.2
6521,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Grades,2015,All Students,303,319,45,14.9,100,33.0,93,30.7,65,21.5,158,52.1
6522,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Grades,2016,All Students,281,314,63,22.4,87,31.0,67,23.8,64,22.8,131,46.6
6523,09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Grades,2017,All Students,281,312,59,21.0,103,36.7,75,26.7,44,15.7,119,42.3
6524,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,6,2013,All Students,60,265,45,75.0,15,25.0,0,0.0,0,0.0,0,0.0
6525,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,6,2014,All Students,59,276,34,57.6,21,35.6,4,6.8,0,0.0,4,6.8
6526,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,6,2015,All Students,63,267,38,60.3,21,33.3,3,4.8,1,1.6,4,6.3
6527,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,6,2016,All Students,67,260,50,74.6,17,25.4,0,0.0,0,0.0,0,0.0
6528,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,6,2017,All Students,69,258,55,79.7,12,17.4,2,2.9,0,0.0,2,2.9
6529,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,7,2013,All Students,65,269,51,78.5,12,18.5,2,3.1,0,0.0,2,3.1
6530,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,7,2014,All Students,54,268,46,85.2,7,13.0,1,1.9,0,0.0,1,1.9
6531,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,7,2015,All Students,51,270,36,70.6,14,27.5,1,2.0,0,0.0,1,2.0
6532,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,7,2016,All Students,53,280,28,52.8,23,43.4,2,3.8,0,0.0,2,3.8
6533,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,7,2017,All Students,59,278,40,67.8,13,22.0,5,8.5,1,1.7,6,10.2
6534,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2013,All Students,57,278,36,63.2,19,33.3,2,3.5,0,0.0,2,3.5
6535,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2014,All Students,67,277,42,62.7,22,32.8,2,3.0,1,1.5,3,4.5
6536,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2015,All Students,45,271,26,57.8,18,40.0,1,2.2,0,0.0,1,2.2
6537,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2016,All Students,51,295,17,33.3,22,43.1,9,17.6,3,5.9,12,23.5
6538,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2017,All Students,50,284,25,50.0,18,36.0,7,14.0,0,0.0,7,14.0
6539,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,All Grades,2013,All Students,182,271,132,72.5,46,25.3,4,2.2,0,0.0,4,2.2
6540,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,All Grades,2014,All Students,180,274,122,67.8,50,27.8,7,3.9,1,0.6,8,4.4
6541,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,All Grades,2015,All Students,159,269,100,62.9,53,33.3,5,3.1,1,0.6,6,3.8
6542,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,All Grades,2016,All Students,171,277,95,55.6,62,36.3,11,6.4,3,1.8,14,8.2
6543,09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,All Grades,2017,All Students,178,272,120,67.4,43,24.2,14,7.9,1,0.6,15,8.4
6544,09X339,IS 339,6,2013,All Students,181,273,112,61.9,60,33.1,9,5.0,0,0.0,9,5.0
6545,09X339,IS 339,6,2014,All Students,166,274,101,60.8,58,34.9,6,3.6,1,0.6,7,4.2
6546,09X339,IS 339,6,2015,All Students,172,271,111,64.5,52,30.2,9,5.2,0,0.0,9,5.2
6547,09X339,IS 339,6,2016,All Students,153,272,90,58.8,48,31.4,14,9.2,1,0.7,15,9.8
6548,09X339,IS 339,6,2017,All Students,142,279,72,50.7,57,40.1,11,7.7,2,1.4,13,9.2
6549,09X339,IS 339,7,2013,All Students,221,261,183,82.8,33,14.9,5,2.3,0,0.0,5,2.3
6550,09X339,IS 339,7,2014,All Students,200,276,140,70.0,50,25.0,10,5.0,0,0.0,10,5.0
6551,09X339,IS 339,7,2015,All Students,148,270,110,74.3,34,23.0,4,2.7,0,0.0,4,2.7
6552,09X339,IS 339,7,2016,All Students,162,270,121,74.7,31,19.1,10,6.2,0,0.0,10,6.2
6553,09X339,IS 339,7,2017,All Students,143,273,100,69.9,29,20.3,13,9.1,1,0.7,14,9.8
6554,09X339,IS 339,8,2013,All Students,209,272,136,65.1,65,31.1,8,3.8,0,0.0,8,3.8
6555,09X339,IS 339,8,2014,All Students,206,273,132,64.1,57,27.7,13,6.3,4,1.9,17,8.3
6556,09X339,IS 339,8,2015,All Students,190,275,117,61.6,66,34.7,6,3.2,1,0.5,7,3.7
6557,09X339,IS 339,8,2016,All Students,148,258,120,81.1,25,16.9,2,1.4,1,0.7,3,2.0
6558,09X339,IS 339,8,2017,All Students,165,276,96,58.2,56,33.9,12,7.3,1,0.6,13,7.9
6559,09X339,IS 339,All Grades,2013,All Students,611,268,431,70.5,158,25.9,22,3.6,0,0.0,22,3.6
6560,09X339,IS 339,All Grades,2014,All Students,572,274,373,65.2,165,28.8,29,5.1,5,0.9,34,5.9
6561,09X339,IS 339,All Grades,2015,All Students,510,272,338,66.3,152,29.8,19,3.7,1,0.2,20,3.9
6562,09X339,IS 339,All Grades,2016,All Students,463,267,331,71.5,104,22.5,26,5.6,2,0.4,28,6.0
6563,09X339,IS 339,All Grades,2017,All Students,450,276,268,59.6,142,31.6,36,8.0,4,0.9,40,8.9
6564,09X350,NEW DIRECTIONS SECONDARY SCHOOL,6,2014,All Students,38,255,31,81.6,7,18.4,0,0.0,0,0.0,0,0.0
6565,09X350,NEW DIRECTIONS SECONDARY SCHOOL,6,2015,All Students,21,259,17,81.0,3,14.3,0,0.0,1,4.8,1,4.8
6568,09X350,NEW DIRECTIONS SECONDARY SCHOOL,7,2014,All Students,34,258,34,100.0,0,0.0,0,0.0,0,0.0,0,0.0
6569,09X350,NEW DIRECTIONS SECONDARY SCHOOL,7,2015,All Students,41,261,35,85.4,6,14.6,0,0.0,0,0.0,0,0.0
6570,09X350,NEW DIRECTIONS SECONDARY SCHOOL,7,2016,All Students,35,255,34,97.1,1,2.9,0,0.0,0,0.0,0,0.0
6571,09X350,NEW DIRECTIONS SECONDARY SCHOOL,7,2017,All Students,30,270,24,80.0,6,20.0,0,0.0,0,0.0,0,0.0
6572,09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2015,All Students,27,272,18,66.7,9,33.3,0,0.0,0,0.0,0,0.0
6573,09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2016,All Students,41,241,39,95.1,2,4.9,0,0.0,0,0.0,0,0.0
6574,09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2017,All Students,43,242,39,90.7,4,9.3,0,0.0,0,0.0,0,0.0
6575,09X350,NEW DIRECTIONS SECONDARY SCHOOL,All Grades,2014,All Students,72,256,65,90.3,7,9.7,0,0.0,0,0.0,0,0.0
6576,09X350,NEW DIRECTIONS SECONDARY SCHOOL,All Grades,2015,All Students,89,264,70,78.7,18,20.2,0,0.0,1,1.1,1,1.1
6577,09X350,NEW DIRECTIONS SECONDARY SCHOOL,All Grades,2016,All Students,93,247,88,94.6,5,5.4,0,0.0,0,0.0,0,0.0
6578,09X350,NEW DIRECTIONS SECONDARY SCHOOL,All Grades,2017,All Students,84,254,71,84.5,12,14.3,1,1.2,0,0.0,1,1.2
6579,09X361,THE HIGHBRIDGE GREEN SCHOOL,6,2014,All Students,137,270,87,63.5,46,33.6,4,2.9,0,0.0,4,2.9
6580,09X361,THE HIGHBRIDGE GREEN SCHOOL,6,2015,All Students,130,280,67,51.5,52,40.0,8,6.2,3,2.3,11,8.5
6581,09X361,THE HIGHBRIDGE GREEN SCHOOL,6,2016,All Students,138,280,65,47.1,61,44.2,12,8.7,0,0.0,12,8.7
6582,09X361,THE HIGHBRIDGE GREEN SCHOOL,6,2017,All Students,133,273,82,61.7,41,30.8,7,5.3,3,2.3,10,7.5
6583,09X361,THE HIGHBRIDGE GREEN SCHOOL,7,2015,All Students,125,284,71,56.8,48,38.4,5,4.0,1,0.8,6,4.8
6584,09X361,THE HIGHBRIDGE GREEN SCHOOL,7,2016,All Students,117,282,70,59.8,39,33.3,7,6.0,1,0.9,8,6.8
6585,09X361,THE HIGHBRIDGE GREEN SCHOOL,7,2017,All Students,126,282,70,55.6,46,36.5,9,7.1,1,0.8,10,7.9
6586,09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2016,All Students,116,278,67,57.8,37,31.9,10,8.6,2,1.7,12,10.3
6587,09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2017,All Students,108,279,59,54.6,43,39.8,5,4.6,1,0.9,6,5.6
6588,09X361,THE HIGHBRIDGE GREEN SCHOOL,All Grades,2014,All Students,137,270,87,63.5,46,33.6,4,2.9,0,0.0,4,2.9
6589,09X361,THE HIGHBRIDGE GREEN SCHOOL,All Grades,2015,All Students,255,282,138,54.1,100,39.2,13,5.1,4,1.6,17,6.7
6590,09X361,THE HIGHBRIDGE GREEN SCHOOL,All Grades,2016,All Students,371,280,202,54.4,137,36.9,29,7.8,3,0.8,32,8.6
6591,09X361,THE HIGHBRIDGE GREEN SCHOOL,All Grades,2017,All Students,367,278,211,57.5,130,35.4,21,5.7,5,1.4,26,7.1
6592,09X413,BRONX HS FOR MEDICAL SCIENCE,6,2013,All Students,55,294,23,41.8,21,38.2,6,10.9,5,9.1,11,20.0
6593,09X413,BRONX HS FOR MEDICAL SCIENCE,6,2014,All Students,60,312,9,15.0,23,38.3,16,26.7,12,20.0,28,46.7
6594,09X413,BRONX HS FOR MEDICAL SCIENCE,6,2015,All Students,51,305,10,19.6,21,41.2,18,35.3,2,3.9,20,39.2
6595,09X413,BRONX HS FOR MEDICAL SCIENCE,6,2016,All Students,56,308,9,16.1,25,44.6,11,19.6,11,19.6,22,39.3
6596,09X413,BRONX HS FOR MEDICAL SCIENCE,6,2017,All Students,41,297,16,39.0,14,34.1,10,24.4,1,2.4,11,26.8
6597,09X413,BRONX HS FOR MEDICAL SCIENCE,7,2013,All Students,53,290,25,47.2,18,34.0,10,18.9,0,0.0,10,18.9
6598,09X413,BRONX HS FOR MEDICAL SCIENCE,7,2014,All Students,55,295,27,49.1,17,30.9,9,16.4,2,3.6,11,20.0
6599,09X413,BRONX HS FOR MEDICAL SCIENCE,7,2015,All Students,62,303,15,24.2,31,50.0,15,24.2,1,1.6,16,25.8
6600,09X413,BRONX HS FOR MEDICAL SCIENCE,7,2016,All Students,42,311,8,19.0,16,38.1,18,42.9,0,0.0,18,42.9
6601,09X413,BRONX HS FOR MEDICAL SCIENCE,7,2017,All Students,50,309,11,22.0,22,44.0,14,28.0,3,6.0,17,34.0
6602,09X413,BRONX HS FOR MEDICAL SCIENCE,8,2013,All Students,53,304,14,26.4,21,39.6,12,22.6,6,11.3,18,34.0
6603,09X413,BRONX HS FOR MEDICAL SCIENCE,8,2014,All Students,43,287,19,44.2,18,41.9,5,11.6,1,2.3,6,14.0
6604,09X413,BRONX HS FOR MEDICAL SCIENCE,8,2015,All Students,51,290,25,49.0,16,31.4,6,11.8,4,7.8,10,19.6
6605,09X413,BRONX HS FOR MEDICAL SCIENCE,8,2016,All Students,56,312,5,8.9,32,57.1,15,26.8,4,7.1,19,33.9
6606,09X413,BRONX HS FOR MEDICAL SCIENCE,8,2017,All Students,41,306,9,22.0,8,19.5,24,58.5,0,0.0,24,58.5
6607,09X413,BRONX HS FOR MEDICAL SCIENCE,All Grades,2013,All Students,161,296,62,38.5,60,37.3,28,17.4,11,6.8,39,24.2
6608,09X413,BRONX HS FOR MEDICAL SCIENCE,All Grades,2014,All Students,158,299,55,34.8,58,36.7,30,19.0,15,9.5,45,28.5
6609,09X413,BRONX HS FOR MEDICAL SCIENCE,All Grades,2015,All Students,164,300,50,30.5,68,41.5,39,23.8,7,4.3,46,28.0
6610,09X413,BRONX HS FOR MEDICAL SCIENCE,All Grades,2016,All Students,154,310,22,14.3,73,47.4,44,28.6,15,9.7,59,38.3
6611,09X413,BRONX HS FOR MEDICAL SCIENCE,All Grades,2017,All Students,132,304,36,27.3,44,33.3,48,36.4,4,3.0,52,39.4
